CS,IsFirstTime,MIP,Units,OCLTV,DTI,OrigUPB,LTV,OrigInterestRate,OrigLoanTerm,EverDelinquent,MonthsDelinquent,MonthsInRepayment,CreditRange,LTV_range,Repay_range
850,0,25,1,89,27,117000,89,6.75,360,0,0,52,4,High,4-8yrs
850,0,0,1,73,17,109000,73,6.5,360,0,0,144,4,High,8-12yrs
850,0,0,1,75,16,88000,75,6.875,360,0,0,67,4,High,4-8yrs
850,0,0,1,76,14,160000,76,6.875,360,0,0,35,4,High,0-4yrs
850,0,0,1,78,18,109000,78,7.125,360,0,0,54,4,High,4-8yrs
850,0,25,1,89,40,207000,89,7.125,360,0,0,42,4,High,0-4yrs
850,0,25,1,90,21,111000,90,6.875,360,0,0,44,4,High,0-4yrs
850,1,30,1,95,38,55000,95,7,345,0,0,64,4,High,4-8yrs
850,1,30,1,95,27,35000,95,7.125,360,1,104,212,4,High,16-20yrs
850,0,0,1,80,19,126000,80,6.5,360,0,0,37,4,High,0-4yrs
850,0,12,1,77,18,200000,77,6.75,360,0,0,47,4,High,0-4yrs
850,0,12,1,85,38,70000,85,6.75,360,0,0,53,4,High,4-8yrs
850,0,25,1,90,19,93000,90,7.25,360,0,0,55,4,High,4-8yrs
850,0,25,1,90,23,79000,90,6.625,360,0,0,66,4,High,4-8yrs
850,0,25,1,90,45,54000,90,7,360,1,5,55,4,High,4-8yrs
850,0,30,1,95,28,80000,95,7.75,360,1,23,55,4,High,4-8yrs
850,0,25,1,90,27,231000,90,6.75,360,0,0,26,4,High,0-4yrs
850,0,25,1,90,29,145000,90,6.5,360,0,0,38,4,High,0-4yrs
850,0,25,1,90,15,187000,90,6.75,360,0,0,36,4,High,0-4yrs
850,0,25,1,90,43,148000,90,7,360,0,0,39,4,High,0-4yrs
850,0,0,1,80,29,79000,80,6.75,360,0,0,40,4,High,0-4yrs
850,0,12,1,85,15,90000,85,6.625,360,0,0,11,4,High,0-4yrs
850,0,30,1,93,25,65000,93,6.75,360,0,0,55,4,High,4-8yrs
850,0,0,1,70,17,86000,70,6.75,360,0,0,176,4,High,12-16yrs
850,0,0,1,74,16,122000,74,6.75,360,0,0,46,4,High,0-4yrs
850,0,0,1,75,24,157000,75,7.2,360,0,0,197,4,High,16-20yrs
850,0,0,1,79,43,55000,79,7.5,360,1,32,210,4,High,16-20yrs
850,0,12,1,85,29,94000,85,6.75,360,0,0,56,4,High,4-8yrs
850,0,25,1,89,28,63000,89,7,360,0,0,118,4,High,8-12yrs
850,0,25,1,90,17,50000,90,7,360,0,0,63,4,High,4-8yrs
850,0,30,1,95,45,109000,95,6.875,360,0,0,38,4,High,0-4yrs
850,0,30,1,95,18,100000,95,6.625,360,0,0,46,4,High,0-4yrs
850,0,0,1,75,26,191000,75,6.875,360,0,0,24,4,High,0-4yrs
850,0,0,1,80,20,204000,80,6.75,360,0,0,28,4,High,0-4yrs
850,0,30,1,95,40,117000,95,6.75,360,1,1,91,4,High,4-8yrs
850,0,0,1,80,35,222000,80,6.625,360,0,0,54,4,High,4-8yrs
850,0,25,1,90,29,189000,90,6.625,360,1,2,50,4,High,4-8yrs
850,0,0,1,85,46,57000,85,7.625,360,0,0,24,4,High,0-4yrs
850,0,0,1,80,24,202000,80,6.875,360,0,0,22,4,High,0-4yrs
850,0,30,1,95,21,137000,95,7.25,360,0,0,28,4,High,0-4yrs
850,0,30,1,95,18,56000,95,7.5,360,0,0,211,4,High,16-20yrs
850,0,0,1,80,29,140000,80,6.625,360,1,1,212,4,High,16-20yrs
850,0,0,1,75,39,18000,75,7.125,360,1,4,199,4,High,16-20yrs
850,0,30,1,95,35,109000,95,7.875,360,1,2,39,4,High,0-4yrs
850,0,30,1,95,33,76000,95,7,360,0,0,55,4,High,4-8yrs
850,0,30,1,95,25,77000,95,6.75,360,0,0,56,4,High,4-8yrs
850,0,30,1,95,38,109000,95,7.25,360,0,0,23,4,High,0-4yrs
850,0,0,1,70,16,100000,70,6.5,360,0,0,30,4,High,0-4yrs
850,0,0,1,72,24,151000,72,6.75,360,0,0,35,4,High,0-4yrs
850,0,30,1,95,23,118000,95,6.875,360,0,0,125,4,High,8-12yrs
850,0,30,1,95,48,182000,95,6.75,360,0,0,41,4,High,0-4yrs
850,0,0,1,76,30,98000,76,6.875,360,0,0,211,4,High,16-20yrs
850,0,0,1,80,31,89000,80,6.25,360,0,0,76,4,High,4-8yrs
850,0,0,1,80,30,172000,80,6.5,360,0,0,54,4,High,4-8yrs
850,0,25,1,90,15,82000,90,7.125,360,0,0,49,4,High,4-8yrs
850,0,0,1,62,22,240000,62,6.5,360,0,0,47,4,High,0-4yrs
850,0,30,1,95,20,102000,95,7.125,360,0,0,44,4,High,0-4yrs
850,0,30,1,95,18,173000,95,6.625,360,0,0,18,4,High,0-4yrs
850,0,0,1,44,17,200000,44,6.75,360,0,0,66,4,Medium,4-8yrs
850,0,30,1,95,31,77000,95,6.625,360,1,2,212,4,High,16-20yrs
850,0,0,1,32,56,51000,32,7.5,360,0,0,19,4,Medium,0-4yrs
850,0,0,1,64,19,169000,64,7.125,360,0,0,44,4,High,0-4yrs
850,0,0,1,78,38,101000,78,7.125,360,1,23,43,4,High,0-4yrs
850,0,0,1,80,32,152000,80,6.625,360,1,1,211,4,High,16-20yrs
850,0,30,1,91,28,50000,91,7.5,360,1,20,60,4,High,4-8yrs
850,0,30,1,95,12,141000,95,6.75,360,0,0,54,4,High,4-8yrs
850,0,0,1,73,39,47000,73,6.5,360,0,0,83,4,High,4-8yrs
850,0,0,1,53,24,90000,53,6.75,360,1,10,95,4,High,4-8yrs
850,0,0,1,70,6,126000,70,8.125,360,0,0,29,4,High,0-4yrs
850,0,30,1,95,24,128000,95,7.75,360,1,3,45,4,High,0-4yrs
850,0,30,1,95,31,133000,95,7.625,360,1,10,13,4,High,0-4yrs
850,0,30,1,95,31,135000,95,6.875,360,1,3,29,4,High,0-4yrs
850,0,0,1,69,37,111000,69,7.15,360,0,0,44,4,High,0-4yrs
850,0,0,1,75,14,115000,75,6.875,360,0,0,6,4,High,0-4yrs
850,0,25,1,90,36,115000,90,6.75,360,0,0,48,4,High,0-4yrs
850,0,25,1,90,43,56000,90,7.25,360,0,0,50,4,High,4-8yrs
850,0,25,1,90,22,144000,90,6.875,360,0,0,62,4,High,4-8yrs
850,0,0,1,80,31,146000,80,7.375,360,0,0,48,4,High,0-4yrs
850,0,25,1,90,42,212000,90,7.25,360,1,34,60,4,High,4-8yrs
850,0,0,1,72,34,176000,72,6.875,360,0,0,14,4,High,0-4yrs
850,0,0,1,76,31,200000,76,6.75,360,0,0,44,4,High,0-4yrs
850,0,0,1,79,31,214000,79,6.875,360,0,0,14,4,High,0-4yrs
850,0,0,1,80,33,190000,80,6.5,360,1,2,54,4,High,4-8yrs
850,0,0,1,60,35,111000,60,6.25,360,1,5,67,4,High,4-8yrs
850,0,25,2,90,38,212000,90,6.75,360,1,35,37,4,High,0-4yrs
850,0,0,1,70,39,227000,70,6.375,360,0,0,52,4,High,4-8yrs
850,0,0,1,32,21,99000,32,7.25,360,0,0,15,4,Medium,0-4yrs
850,0,0,1,75,11,83000,75,7.75,360,0,0,53,4,High,4-8yrs
850,0,30,1,95,34,49000,95,6.75,360,0,0,211,4,High,16-20yrs
850,0,0,1,54,19,29000,54,7.25,360,0,0,111,4,High,8-12yrs
850,0,0,1,74,25,124000,74,6.75,360,0,0,52,4,High,4-8yrs
850,0,30,1,95,27,132000,95,6.625,360,1,2,51,4,High,4-8yrs
850,0,30,1,95,39,122000,95,6.625,360,0,0,46,4,High,0-4yrs
850,0,0,1,52,15,150000,52,7,360,0,0,55,4,High,4-8yrs
850,0,0,1,80,39,300000,80,6.875,360,0,0,39,4,High,0-4yrs
850,0,0,1,78,28,95000,78,6.75,360,0,0,47,4,High,0-4yrs
850,0,25,1,90,35,149000,90,6.625,360,0,0,55,4,High,4-8yrs
850,0,0,1,70,28,80000,70,6.5,360,0,0,212,4,High,16-20yrs
850,0,0,1,54,11,35000,54,6.875,360,0,0,17,4,High,0-4yrs
850,0,25,1,90,34,162000,90,6.5,360,0,0,75,4,High,4-8yrs
850,0,30,1,95,29,226000,95,7,360,1,1,28,4,High,0-4yrs
850,0,12,1,84,41,212000,84,6.75,360,0,0,62,4,High,4-8yrs
850,0,25,1,90,28,51000,90,8.75,360,0,0,29,4,High,0-4yrs
850,0,25,1,90,35,77000,90,7,360,1,6,58,4,High,4-8yrs
850,0,30,1,95,32,110000,95,7.125,360,1,11,83,4,High,4-8yrs
850,0,25,1,90,45,82000,90,6.5,360,0,0,27,4,High,0-4yrs
850,0,0,1,60,14,240000,60,6.5,360,1,2,62,4,High,4-8yrs
850,0,0,1,78,18,112000,78,6.75,360,0,0,10,4,High,0-4yrs
850,0,30,1,95,41,219000,95,7,360,0,0,31,4,High,0-4yrs
850,0,0,1,68,37,236000,68,7.625,360,1,1,45,4,High,0-4yrs
850,0,0,1,36,20,67000,36,6.75,360,0,0,91,4,Medium,4-8yrs
850,0,0,1,55,20,195000,55,6.75,360,1,2,133,4,High,8-12yrs
850,0,30,1,95,28,137000,95,7,360,0,0,37,4,High,0-4yrs
850,0,30,1,96,28,164000,96,6.875,360,0,0,40,4,High,0-4yrs
850,0,0,1,75,45,115000,75,6.5,360,0,0,165,4,High,12-16yrs
850,0,30,1,90,29,198000,90,6.5,360,0,0,11,4,High,0-4yrs
850,0,30,1,97,37,187000,97,7,360,0,0,17,4,High,0-4yrs
850,0,0,1,80,17,60000,80,7,360,0,0,156,4,High,12-16yrs
850,0,0,1,75,37,194000,75,6.625,360,1,1,29,4,High,0-4yrs
850,0,30,1,95,37,147000,95,7,360,1,4,23,4,High,0-4yrs
850,0,0,1,52,23,104000,52,7.25,360,1,1,33,4,High,0-4yrs
850,0,30,1,95,28,72000,95,7.25,360,0,0,43,4,High,0-4yrs
850,0,30,1,95,33,183000,95,7.375,360,0,0,50,4,High,4-8yrs
850,0,0,1,80,32,154000,80,6.875,360,1,1,39,4,High,0-4yrs
850,0,0,1,80,39,150000,80,6.5,360,0,0,48,4,High,0-4yrs
850,0,30,1,95,27,179000,95,7,360,0,0,68,4,High,4-8yrs
850,0,0,1,78,29,70000,78,6.75,360,0,0,118,4,High,8-12yrs
850,0,25,1,89,30,66000,89,7.625,360,1,153,205,4,High,16-20yrs
850,0,0,1,80,25,72000,80,6.75,360,0,0,211,4,High,16-20yrs
850,0,0,1,80,32,126000,80,6.5,360,0,0,53,4,High,4-8yrs
850,0,0,1,46,8,80000,46,6.75,360,0,0,19,4,Medium,0-4yrs
850,0,0,1,58,37,72000,58,6.875,360,0,0,57,4,High,4-8yrs
850,0,0,1,63,30,210000,63,6.75,360,0,0,22,4,High,0-4yrs
850,0,0,1,69,27,51000,69,7.125,360,0,0,38,4,High,0-4yrs
850,0,0,1,72,44,100000,72,6.75,360,0,0,159,4,High,12-16yrs
850,0,0,1,75,55,46000,75,7.25,360,1,7,81,4,High,4-8yrs
850,0,0,1,77,20,96000,77,6.875,360,0,0,15,4,High,0-4yrs
850,0,0,1,78,34,225000,78,6.75,360,0,0,55,4,High,4-8yrs
850,0,0,1,79,20,156000,79,6.5,360,0,0,49,4,High,4-8yrs
850,0,0,1,80,0,45000,80,7,360,1,15,191,4,High,12-16yrs
850,0,0,1,80,37,65000,80,7,360,1,8,29,4,High,0-4yrs
850,0,0,1,80,39,83000,80,6.75,360,1,1,45,4,High,0-4yrs
850,0,0,1,80,43,235000,80,6.75,360,1,5,53,4,High,4-8yrs
850,0,12,1,83,38,113000,83,6.75,360,0,0,194,4,High,16-20yrs
850,0,12,2,85,15,139000,85,7,360,0,0,48,4,High,0-4yrs
850,0,25,1,87,28,74000,87,7.1,360,0,0,64,4,High,4-8yrs
850,0,25,1,90,15,68000,90,6.875,360,0,0,31,4,High,0-4yrs
850,0,25,1,90,16,69000,90,6.75,360,1,3,54,4,High,4-8yrs
850,0,25,1,90,21,118000,90,6.75,360,0,0,46,4,High,0-4yrs
850,0,30,1,94,24,72000,94,7,360,0,0,54,4,High,4-8yrs
850,0,30,1,95,20,76000,95,6.875,360,0,0,46,4,High,0-4yrs
850,0,30,1,95,24,83000,95,6.5,360,1,18,114,4,High,8-12yrs
850,0,30,1,95,27,104000,95,6.875,360,0,0,54,4,High,4-8yrs
850,0,30,1,95,31,63000,95,6.875,360,1,78,211,4,High,16-20yrs
850,0,30,1,95,32,238000,95,6.875,360,1,24,59,4,High,4-8yrs
850,0,30,1,95,36,142000,95,6.625,360,1,14,45,4,High,0-4yrs
850,0,30,1,95,37,73000,95,6.5,360,1,5,100,4,High,8-12yrs
850,0,30,1,95,39,94000,95,6.25,360,0,0,134,4,High,8-12yrs
850,0,30,1,95,40,57000,95,7,360,0,0,38,4,High,0-4yrs
850,0,30,1,95,42,74000,95,6.875,360,0,0,47,4,High,0-4yrs
850,1,25,1,85,25,82000,85,6.625,360,0,0,128,4,High,8-12yrs
850,1,25,1,90,19,190000,90,6.5,360,0,0,41,4,High,0-4yrs
850,1,30,1,95,33,133000,95,7.5,360,1,17,28,4,High,0-4yrs
850,1,30,1,95,37,142000,95,7.375,360,1,25,55,4,High,4-8yrs
850,1,25,1,90,32,140000,90,7,360,0,0,35,4,High,0-4yrs
850,1,25,1,90,32,86000,90,6.875,360,0,0,91,4,High,4-8yrs
850,1,25,1,90,37,142000,90,7,360,0,0,71,4,High,4-8yrs
850,1,25,1,90,24,150000,90,6.75,360,0,0,28,4,High,0-4yrs
850,1,0,1,75,26,48000,75,6.875,360,0,0,210,4,High,16-20yrs
850,1,25,1,90,37,97000,90,6.75,360,0,0,35,4,High,0-4yrs
850,1,0,1,80,27,44000,80,6.25,360,0,0,52,4,High,4-8yrs
850,1,25,1,90,23,36000,90,7.5,360,0,0,28,4,High,0-4yrs
850,1,0,1,75,32,240000,75,6.75,360,0,0,54,4,High,4-8yrs
850,1,30,1,95,26,86000,95,7.375,360,0,0,47,4,High,0-4yrs
850,1,35,1,97,28,42000,97,6.25,360,0,0,7,4,High,0-4yrs
850,1,30,1,95,26,60000,95,7,360,1,1,65,4,High,4-8yrs
850,1,30,1,95,27,72000,95,7.875,360,1,1,63,4,High,4-8yrs
850,1,30,1,95,38,190000,95,6.625,360,0,0,74,4,High,4-8yrs
850,1,0,1,79,33,90000,79,7,360,0,0,64,4,High,4-8yrs
850,1,30,1,95,28,193000,95,7,360,0,0,79,4,High,4-8yrs
850,1,0,1,80,28,51000,80,7,360,1,1,212,4,High,16-20yrs
850,1,0,1,48,26,73000,48,6.625,360,1,1,174,4,Medium,12-16yrs
850,1,0,1,80,28,195000,80,7,360,0,0,71,4,High,4-8yrs
850,1,0,1,95,27,119000,95,7,360,0,0,50,4,High,4-8yrs
850,1,25,1,89,33,80000,89,6.75,360,0,0,57,4,High,4-8yrs
850,1,25,1,90,20,131000,90,6.875,360,1,5,174,4,High,12-16yrs
850,1,25,1,90,26,122000,90,6.625,360,1,6,30,4,High,0-4yrs
850,1,25,1,90,33,210000,90,6.875,360,1,7,45,4,High,0-4yrs
850,1,0,1,50,12,26000,50,7.625,360,0,0,195,4,Medium,16-20yrs
850,1,30,1,95,26,114000,95,7.5,360,1,7,151,4,High,12-16yrs
850,1,30,1,95,28,143000,95,7.125,360,1,9,34,4,High,0-4yrs
850,1,30,1,95,30,81000,95,7.875,360,1,5,6,4,High,0-4yrs
850,1,0,1,51,38,52000,51,6.75,360,0,0,149,4,High,12-16yrs
850,1,0,1,75,35,109000,75,6.625,360,1,1,13,4,High,0-4yrs
850,1,0,1,78,38,140000,78,7,360,0,0,48,4,High,0-4yrs
850,1,0,1,80,29,198000,80,7,360,0,0,50,4,High,4-8yrs
850,1,0,1,80,31,209000,80,6.875,360,1,7,174,4,High,12-16yrs
850,1,25,2,90,40,248000,90,7.375,360,1,14,21,4,High,0-4yrs
850,1,0,1,80,40,169000,80,6.75,360,0,0,54,4,High,4-8yrs
850,1,25,1,90,31,76000,90,7,360,1,3,12,4,High,0-4yrs
850,1,30,1,95,30,54000,95,7.25,360,1,66,137,4,High,8-12yrs
850,1,30,1,95,42,179000,95,7,360,1,24,130,4,High,8-12yrs
850,1,25,1,90,48,185000,90,6.875,360,0,0,66,4,High,4-8yrs
850,1,30,1,95,21,61000,95,7,360,0,0,50,4,High,4-8yrs
850,1,0,1,80,51,82000,80,7,360,1,11,212,4,High,16-20yrs
850,1,30,1,95,27,42000,95,7.125,360,0,0,69,4,High,4-8yrs
850,1,30,1,95,35,104000,95,6.875,360,1,1,91,4,High,4-8yrs
850,1,0,1,80,26,176000,80,7.375,360,0,0,49,4,High,4-8yrs
850,1,0,1,67,21,110000,67,6.75,360,0,0,52,4,High,4-8yrs
850,1,30,1,95,31,48000,95,7,360,1,4,211,4,High,16-20yrs
850,1,12,1,85,10,55000,85,7,360,1,11,70,4,High,4-8yrs
850,1,30,1,95,33,57000,95,7.375,360,0,0,55,4,High,4-8yrs
850,1,25,1,86,8,30000,86,7.5,360,1,2,57,4,High,4-8yrs
850,1,0,1,75,26,45000,75,7,360,0,0,27,4,High,0-4yrs
850,1,0,1,80,11,56000,80,6.625,360,0,0,212,4,High,16-20yrs
850,1,0,1,80,23,60000,80,7,360,0,0,173,4,High,12-16yrs
850,1,12,2,81,42,126000,81,7.25,360,0,0,54,4,High,4-8yrs
850,1,25,1,90,28,77000,90,7.05,360,0,0,166,4,High,12-16yrs
850,1,25,1,90,34,225000,90,6.5,360,0,0,71,4,High,4-8yrs
850,1,30,1,90,33,41000,90,7.75,360,0,0,211,4,High,16-20yrs
850,1,30,1,95,20,83000,95,7,360,0,0,44,4,High,0-4yrs
850,1,30,1,95,21,35000,95,7.125,360,0,0,68,4,High,4-8yrs
850,1,30,1,95,22,36000,95,6.875,360,0,0,50,4,High,4-8yrs
850,1,30,1,95,22,51000,95,7.25,360,0,0,61,4,High,4-8yrs
850,1,30,1,95,23,76000,95,6.625,360,0,0,58,4,High,4-8yrs
850,1,30,1,95,38,38000,95,7,360,1,36,212,4,High,16-20yrs
850,0,0,1,69,23,86000,69,7.375,306,1,19,160,4,High,12-16yrs
850,0,0,1,79,22,92000,79,7.25,335,1,15,65,4,High,4-8yrs
850,0,30,1,95,23,62000,95,6.875,360,0,0,69,4,High,4-8yrs
850,0,0,1,80,19,200000,80,6.875,360,0,0,49,4,High,4-8yrs
850,0,0,1,66,7,46000,66,7,360,0,0,50,4,High,4-8yrs
850,0,0,1,71,22,150000,71,6.375,360,0,0,47,4,High,0-4yrs
850,0,0,1,72,38,240000,72,6.75,360,0,0,20,4,High,0-4yrs
850,0,0,1,80,34,82000,80,6.625,360,0,0,178,4,High,12-16yrs
850,0,12,1,82,28,227000,82,6.375,360,0,0,50,4,High,4-8yrs
850,0,25,1,88,29,124000,88,6.625,360,0,0,3,4,High,0-4yrs
850,0,30,1,95,16,170000,95,6.625,360,0,0,50,4,High,4-8yrs
850,0,0,1,48,30,80000,48,7.625,360,0,0,57,4,Medium,4-8yrs
850,0,0,1,69,20,172000,69,6.625,360,0,0,45,4,High,0-4yrs
850,0,30,1,95,39,87000,95,6.5,360,0,0,30,4,High,0-4yrs
850,0,0,1,80,30,100000,80,6.75,360,0,0,61,4,High,4-8yrs
850,0,25,1,90,11,49000,90,7.375,360,0,0,76,4,High,4-8yrs
850,0,30,1,95,47,75000,95,6.875,360,1,1,47,4,High,0-4yrs
850,0,0,1,44,12,200000,44,6.75,360,0,0,27,4,Medium,0-4yrs
850,0,0,1,79,23,174000,79,7,360,0,0,53,4,High,4-8yrs
850,0,30,1,95,44,155000,95,6.875,360,0,0,54,4,High,4-8yrs
850,0,0,1,32,23,73000,32,6.625,360,1,19,52,4,Medium,4-8yrs
850,0,0,1,70,9,109000,70,6.875,360,0,0,42,4,High,0-4yrs
850,0,0,1,58,13,63000,58,7.5,360,0,0,48,4,High,0-4yrs
850,0,30,1,95,29,103000,95,7.375,360,0,0,72,4,High,4-8yrs
850,0,0,1,70,34,59000,70,6.875,360,1,1,151,4,High,12-16yrs
850,0,0,1,26,23,55000,26,7.125,360,0,0,147,4,Medium,12-16yrs
850,0,0,1,50,40,200000,50,7,360,0,0,26,4,Medium,0-4yrs
850,0,0,1,59,35,230000,59,7.375,360,0,0,2,4,High,0-4yrs
850,0,0,1,69,37,230000,69,7,360,0,0,24,4,High,0-4yrs
850,0,0,1,73,42,137000,73,6.5,360,0,0,45,4,High,0-4yrs
850,0,0,1,75,26,115000,75,6.5,360,0,0,32,4,High,0-4yrs
850,0,0,1,80,47,105000,80,6.75,360,0,0,164,4,High,12-16yrs
850,0,0,1,57,65,195000,57,6.875,360,0,0,139,4,High,8-12yrs
850,0,0,1,61,22,87000,61,6.875,360,0,0,37,4,High,0-4yrs
850,0,0,1,74,25,235000,74,6.5,360,0,0,50,4,High,4-8yrs
850,0,0,1,70,0,182000,70,6.75,360,0,0,108,4,High,8-12yrs
850,0,12,1,80,54,137000,80,7.5,360,0,0,59,4,High,4-8yrs
850,0,25,1,87,26,214000,87,7,360,0,0,31,4,High,0-4yrs
850,0,25,1,88,38,97000,88,6.75,360,0,0,68,4,High,4-8yrs
850,0,25,1,90,36,177000,90,6.25,360,0,0,52,4,High,4-8yrs
850,0,25,1,90,36,73000,90,6.75,360,0,0,63,4,High,4-8yrs
850,0,30,1,95,31,26000,95,7.25,360,1,4,42,4,High,0-4yrs
850,0,30,1,95,33,160000,95,7.25,360,0,0,50,4,High,4-8yrs
850,0,30,1,95,35,148000,95,6.875,360,0,0,36,4,High,0-4yrs
850,0,30,1,95,42,130000,95,6.75,360,0,0,44,4,High,0-4yrs
850,0,0,1,80,41,84000,80,6.875,360,0,0,49,4,High,4-8yrs
850,0,25,1,90,22,138000,90,7.375,360,0,0,31,4,High,0-4yrs
850,0,35,1,97,38,200000,97,6.95,360,0,0,35,4,High,0-4yrs
850,0,30,1,95,42,116000,95,6.75,360,0,0,17,4,High,0-4yrs
850,0,0,1,80,7,41000,80,7.25,360,0,0,148,4,High,12-16yrs
850,0,0,1,68,24,131000,68,6.875,360,0,0,45,4,High,0-4yrs
850,0,25,1,90,44,187000,90,7,360,0,0,46,4,High,0-4yrs
850,0,0,1,80,43,84000,80,7.375,360,1,15,92,4,High,4-8yrs
850,0,0,1,30,19,60000,30,7,360,1,1,72,4,Medium,4-8yrs
850,0,0,1,50,21,80000,50,7.5,360,0,0,47,4,Medium,0-4yrs
850,0,0,1,75,28,135000,75,6.5,360,0,0,50,4,High,4-8yrs
850,0,0,1,24,26,50000,24,7,360,0,0,209,4,Low,16-20yrs
850,0,0,1,54,16,38000,54,6.75,360,0,0,211,4,High,16-20yrs
850,0,30,1,95,28,72000,95,8,360,1,32,102,4,High,8-12yrs
850,0,0,1,75,25,124000,75,7.625,360,0,0,30,4,High,0-4yrs
850,0,25,1,90,27,23000,90,7,360,1,1,87,4,High,4-8yrs
850,0,30,1,95,16,76000,95,7.875,360,1,9,13,4,High,0-4yrs
850,0,30,1,95,21,154000,95,6.875,360,1,2,33,4,High,0-4yrs
850,0,30,1,95,32,105000,95,8,360,1,5,28,4,High,0-4yrs
850,0,0,1,68,31,125000,68,6.875,360,0,0,133,4,High,8-12yrs
850,0,0,1,80,20,34000,80,7.5,360,1,1,44,4,High,0-4yrs
850,0,0,1,51,23,132000,51,7,360,0,0,91,4,High,4-8yrs
850,0,0,1,77,48,33000,77,7.25,360,0,0,38,4,High,0-4yrs
850,0,25,1,90,38,113000,90,6.875,360,0,0,47,4,High,0-4yrs
850,0,25,1,90,30,227000,90,6.625,360,0,0,32,4,High,0-4yrs
850,0,0,2,34,2,26000,34,7.75,360,1,27,94,4,Medium,4-8yrs
850,0,0,2,37,2,30000,37,7.75,360,1,28,94,4,Medium,4-8yrs
850,0,0,2,42,2,33000,42,7.75,360,1,28,94,4,Medium,4-8yrs
850,0,25,1,90,20,126000,90,6.75,360,1,7,73,4,High,4-8yrs
850,0,30,1,95,34,62000,95,7.125,360,0,0,195,4,High,16-20yrs
850,0,25,1,90,24,148000,90,7.375,360,1,1,56,4,High,4-8yrs
850,0,0,1,73,33,225000,73,6.5,360,0,0,48,4,High,0-4yrs
850,0,0,1,80,7,36000,80,7.5,360,1,1,123,4,High,8-12yrs
850,0,30,1,95,26,66000,95,7.5,360,1,2,166,4,High,12-16yrs
850,0,30,1,95,35,81000,95,7,360,0,0,71,4,High,4-8yrs
850,0,30,1,95,42,162000,95,6.625,360,0,0,59,4,High,4-8yrs
850,0,30,1,95,28,74000,95,7.25,360,0,0,37,4,High,0-4yrs
850,0,30,1,95,34,176000,95,6.75,360,0,0,46,4,High,0-4yrs
850,0,0,1,79,56,98000,79,6.75,360,0,0,43,4,High,0-4yrs
850,0,0,1,42,12,170000,42,7,360,1,1,31,4,Medium,0-4yrs
850,0,0,1,63,39,125000,63,7,360,1,3,54,4,High,4-8yrs
850,0,0,1,70,24,135000,70,7.25,360,0,0,53,4,High,4-8yrs
850,0,0,1,65,25,90000,65,6.5,360,0,0,16,4,High,0-4yrs
850,0,0,1,80,33,240000,80,6.875,360,0,0,35,4,High,0-4yrs
850,0,30,1,95,33,171000,95,6.625,360,0,0,16,4,High,0-4yrs
850,0,0,1,31,38,68000,31,6.875,360,0,0,34,4,Medium,0-4yrs
850,0,0,1,50,43,130000,50,6.75,360,0,0,35,4,Medium,0-4yrs
850,0,0,1,57,53,82000,57,7,360,0,0,142,4,High,8-12yrs
850,0,0,1,71,32,112000,71,7.125,360,1,1,35,4,High,0-4yrs
850,0,0,1,75,15,141000,75,6.75,360,0,0,36,4,High,0-4yrs
850,0,25,1,100,39,148000,90,7.25,360,0,0,43,4,High,0-4yrs
850,0,25,1,90,35,236000,90,6.625,360,0,0,53,4,High,4-8yrs
850,0,0,1,80,22,204000,80,6.375,360,1,1,108,4,High,8-12yrs
850,0,0,1,80,41,68000,80,7,360,0,0,1,4,High,0-4yrs
850,0,0,1,66,27,23000,66,7.375,360,1,1,172,4,High,12-16yrs
850,0,0,1,80,22,198000,80,7.5,360,1,5,47,4,High,0-4yrs
850,0,0,1,80,26,210000,80,7.5,360,1,5,76,4,High,4-8yrs
850,0,0,1,80,26,227000,80,7.5,360,0,0,50,4,High,4-8yrs
850,0,0,1,80,27,219000,80,7.5,360,1,7,67,4,High,4-8yrs
850,0,0,1,80,28,213000,80,7.5,360,0,0,49,4,High,4-8yrs
850,0,30,1,95,38,30000,95,7,360,0,0,65,4,High,4-8yrs
850,0,0,1,70,18,42000,70,7.5,360,1,1,45,4,High,0-4yrs
850,0,25,1,90,41,87000,90,7.25,360,0,0,51,4,High,4-8yrs
850,0,0,1,67,15,127000,67,6.875,360,0,0,31,4,High,0-4yrs
850,0,0,1,67,32,205000,67,6.875,360,0,0,50,4,High,4-8yrs
850,0,0,1,77,22,144000,77,6.875,360,0,0,61,4,High,4-8yrs
850,0,25,1,89,34,84000,89,7.25,360,0,0,28,4,High,0-4yrs
850,0,0,1,63,41,100000,63,7.375,360,0,0,61,4,High,4-8yrs
850,0,0,1,69,19,120000,69,7.25,360,0,0,47,4,High,0-4yrs
850,0,0,1,72,15,123000,72,7,360,0,0,36,4,High,0-4yrs
850,0,25,1,89,22,148000,89,7,360,0,0,7,4,High,0-4yrs
850,0,25,1,90,28,203000,90,7.375,360,1,3,57,4,High,4-8yrs
850,0,25,1,90,36,204000,90,6.875,360,1,20,109,4,High,8-12yrs
850,0,25,2,89,56,291000,89,7.375,360,0,0,7,4,High,0-4yrs
850,0,30,1,95,25,172000,95,7.5,360,0,0,41,4,High,0-4yrs
850,0,0,1,65,37,105000,65,6.75,360,0,0,30,4,High,0-4yrs
850,0,0,1,52,32,54000,52,7.375,360,0,0,130,4,High,8-12yrs
850,0,0,1,76,55,144000,76,6.75,360,1,6,36,4,High,0-4yrs
