CS,IsFirstTime,MIP,Units,OCLTV,DTI,OrigUPB,LTV,OrigInterestRate,OrigLoanTerm,EverDelinquent,MonthsDelinquent,MonthsInRepayment,CreditRange,LTV_range,Repay_range
622,0,30,1,95,29,151000,95,7.375,360,0,0,33,1,High,0-4yrs
622,0,25,1,86,0,258000,86,7.675,360,0,0,7,1,High,0-4yrs
622,0,30,1,95,35,141000,95,7.5,360,1,1,28,1,High,0-4yrs
622,0,18,1,97,22,52000,97,7.5,360,0,0,37,1,High,0-4yrs
622,0,17,1,83,55,76000,83,8.25,360,1,1,32,1,High,0-4yrs
622,0,25,1,95,32,170000,95,7.125,360,1,3,60,1,High,4-8yrs
622,0,30,1,95,41,111000,95,7.25,360,0,0,37,1,High,0-4yrs
622,0,30,1,95,28,80000,95,7,360,0,0,29,1,High,0-4yrs
622,0,0,1,80,43,104000,80,6.875,360,1,3,25,1,High,0-4yrs
622,0,0,1,61,27,75000,61,7,360,0,0,48,1,High,0-4yrs
622,0,0,1,70,15,105000,70,7.625,360,0,0,26,1,High,0-4yrs
622,0,0,1,73,19,149000,73,7.5,360,0,0,40,1,High,0-4yrs
622,0,0,1,80,23,104000,80,7.25,360,0,0,150,1,High,12-16yrs
622,0,0,1,80,38,226000,80,6.875,360,0,0,66,1,High,4-8yrs
622,0,0,1,80,39,104000,80,7.375,360,1,44,210,1,High,16-20yrs
622,0,0,1,80,39,53000,80,7.375,360,0,0,82,1,High,4-8yrs
622,0,12,1,85,19,156000,85,6.875,360,0,0,54,1,High,4-8yrs
622,0,25,1,90,36,110000,90,7.75,360,0,0,17,1,High,0-4yrs
622,0,30,1,95,30,138000,95,7.25,360,1,13,58,1,High,4-8yrs
622,0,0,1,80,30,100000,80,6.875,360,1,1,43,1,High,0-4yrs
622,0,0,1,80,10,55000,80,7.25,360,0,0,14,1,High,0-4yrs
622,0,0,1,74,29,92000,74,6.875,360,1,4,88,1,High,4-8yrs
622,0,17,1,80,34,146000,80,7.375,360,0,0,46,1,High,0-4yrs
622,0,25,1,90,31,126000,90,6.875,360,0,0,56,1,High,4-8yrs
622,0,30,1,95,19,43000,95,7,360,1,5,98,1,High,8-12yrs
622,0,17,1,80,53,135000,80,6.75,360,1,6,148,1,High,12-16yrs
622,0,30,1,95,26,134000,95,7.375,360,0,0,42,1,High,0-4yrs
622,0,0,1,70,34,129000,70,7.25,360,1,2,45,1,High,0-4yrs
622,0,0,1,78,41,78000,78,9.375,360,0,0,67,1,High,4-8yrs
622,0,0,1,78,20,68000,78,6.5,360,1,10,56,1,High,4-8yrs
622,0,25,1,90,36,193000,90,6.5,360,0,0,39,1,High,0-4yrs
622,0,25,1,90,32,103000,90,7,360,0,0,69,1,High,4-8yrs
622,0,17,1,80,41,96000,80,7.375,360,0,0,26,1,High,0-4yrs
622,0,30,1,95,37,30000,95,7,360,0,0,209,1,High,16-20yrs
622,0,30,1,95,43,49000,95,7.375,360,0,0,53,1,High,4-8yrs
622,0,25,1,90,29,121000,90,6.875,360,1,1,144,1,High,8-12yrs
622,0,12,1,84,27,97000,84,7.25,360,1,40,117,1,High,8-12yrs
622,0,25,1,90,33,134000,90,7.625,360,0,0,5,1,High,0-4yrs
622,0,30,1,95,29,52000,95,7.25,360,0,0,28,1,High,0-4yrs
622,0,29,1,90,30,113000,90,6.875,360,1,1,50,1,High,4-8yrs
622,0,30,1,90,37,71000,90,7,360,1,28,53,1,High,4-8yrs
622,0,30,1,95,29,157000,95,7,360,0,0,61,1,High,4-8yrs
622,0,30,1,95,34,109000,95,7.125,360,0,0,23,1,High,0-4yrs
622,0,0,1,56,56,63000,56,6.375,360,1,10,36,1,High,0-4yrs
622,0,0,1,75,25,203000,75,6.875,360,0,0,29,1,High,0-4yrs
622,0,25,1,90,35,212000,90,7.5,360,0,0,12,1,High,0-4yrs
622,0,0,1,70,21,100000,70,7.375,360,0,0,60,1,High,4-8yrs
622,0,0,1,80,19,50000,80,7,360,0,0,47,1,High,0-4yrs
622,0,0,1,55,18,150000,55,6.875,360,0,0,141,1,High,8-12yrs
622,0,12,1,82,54,85000,82,7.375,360,1,13,190,1,High,12-16yrs
622,0,0,1,77,36,60000,77,7.125,360,1,16,40,1,High,0-4yrs
622,0,0,1,79,3,149000,79,7.125,360,0,0,10,1,High,0-4yrs
622,0,25,1,90,29,88000,90,7.375,360,0,0,52,1,High,4-8yrs
622,0,30,1,95,39,153000,95,7,360,0,0,47,1,High,0-4yrs
622,0,12,1,83,37,91000,83,6.75,360,1,8,50,1,High,4-8yrs
622,0,0,1,75,40,117000,75,7.5,360,0,0,43,1,High,0-4yrs
622,0,0,1,75,45,65000,75,6.75,360,0,0,7,1,High,0-4yrs
622,0,0,1,79,35,161000,79,6.75,360,0,0,49,1,High,4-8yrs
622,0,30,1,95,28,204000,95,6.875,360,0,0,26,1,High,0-4yrs
622,0,0,1,75,21,68000,75,6.75,360,1,65,199,1,High,16-20yrs
622,0,30,1,95,38,144000,95,7.25,360,0,0,88,1,High,4-8yrs
622,0,0,1,73,39,86000,73,7.5,360,1,6,82,1,High,4-8yrs
622,0,12,1,83,32,90000,83,6.875,360,0,0,84,1,High,4-8yrs
622,0,0,1,80,32,164000,80,6.875,360,1,3,52,1,High,4-8yrs
622,0,0,1,80,34,64000,80,6.75,360,1,4,86,1,High,4-8yrs
622,0,0,1,80,31,98000,80,6.75,360,1,1,32,1,High,0-4yrs
622,0,0,1,75,37,124000,75,7,360,0,0,50,1,High,4-8yrs
622,0,0,1,76,39,72000,76,6.75,360,0,0,42,1,High,0-4yrs
622,0,25,1,90,41,113000,90,6.875,360,0,0,38,1,High,0-4yrs
622,0,30,1,95,35,200000,95,7.25,360,0,0,12,1,High,0-4yrs
622,0,0,1,75,29,191000,75,6.875,360,1,7,35,1,High,0-4yrs
622,0,0,1,80,37,140000,80,6.875,360,1,1,62,1,High,4-8yrs
622,0,25,1,89,47,120000,89,7.75,360,0,0,71,1,High,4-8yrs
622,0,25,1,90,37,165000,90,7.875,360,1,3,38,1,High,0-4yrs
622,0,0,1,60,35,89000,60,6.75,360,1,1,63,1,High,4-8yrs
622,0,0,1,64,28,62000,64,7.25,360,1,1,58,1,High,4-8yrs
622,0,0,1,78,17,140000,78,7.125,360,0,0,43,1,High,0-4yrs
622,0,0,2,75,28,159000,75,8,360,1,1,210,1,High,16-20yrs
622,0,0,3,80,26,304000,80,7.125,360,0,0,47,1,High,0-4yrs
622,0,30,1,95,36,81000,95,7.75,360,1,1,52,1,High,4-8yrs
622,0,25,1,90,25,92000,90,6.75,360,0,0,115,1,High,8-12yrs
622,0,0,1,73,29,240000,73,7.125,360,0,0,31,1,High,0-4yrs
622,0,12,1,83,28,178000,83,6.875,360,0,0,43,1,High,0-4yrs
622,0,0,1,63,31,135000,63,6.75,360,1,1,42,1,High,0-4yrs
622,0,0,1,80,22,159000,80,6.875,360,1,4,40,1,High,0-4yrs
622,0,0,1,80,49,124000,80,6.875,360,1,1,66,1,High,4-8yrs
622,0,25,1,90,24,88000,90,7.375,360,1,23,209,1,High,16-20yrs
622,0,25,1,90,30,137000,90,7.5,360,1,11,37,1,High,0-4yrs
622,0,30,1,95,39,105000,95,7.125,360,0,0,54,1,High,4-8yrs
622,0,12,1,70,28,206000,70,6.75,360,1,3,34,1,High,0-4yrs
622,0,0,1,65,34,25000,65,8,360,1,2,43,1,High,0-4yrs
622,0,12,1,80,38,82000,80,7.125,360,0,0,62,1,High,4-8yrs
622,0,25,1,90,28,69000,90,7.875,360,1,13,76,1,High,4-8yrs
622,0,0,1,80,28,100000,80,7.125,360,0,0,26,1,High,0-4yrs
622,0,25,1,90,28,93000,90,7.5,360,0,0,54,1,High,4-8yrs
622,0,25,1,90,40,164000,90,7.5,360,0,0,65,1,High,4-8yrs
622,0,30,1,95,19,125000,95,7.125,360,0,0,46,1,High,0-4yrs
622,0,30,1,95,28,190000,95,7,360,0,0,65,1,High,4-8yrs
622,0,30,1,95,44,157000,95,7.125,360,1,5,99,1,High,8-12yrs
622,0,0,1,74,37,113000,74,6.875,360,1,1,44,1,High,0-4yrs
622,0,0,1,75,39,143000,75,7,360,0,0,57,1,High,4-8yrs
622,0,30,1,95,42,121000,95,7.25,360,0,0,44,1,High,0-4yrs
622,0,25,1,90,27,128000,90,7,360,1,16,48,1,High,0-4yrs
622,0,0,1,95,30,97000,95,7.125,360,0,0,38,1,High,0-4yrs
622,0,0,1,77,28,74000,77,7.125,360,1,15,77,1,High,4-8yrs
622,0,12,1,85,16,107000,85,7.375,360,1,2,37,1,High,0-4yrs
622,0,25,1,90,39,202000,90,6.375,360,1,1,54,1,High,4-8yrs
622,0,0,1,52,9,73000,52,6.75,360,1,1,30,1,High,0-4yrs
622,0,0,1,75,54,124000,75,7,360,0,0,30,1,High,0-4yrs
622,0,20,1,85,41,177000,85,8.75,360,0,0,17,1,High,0-4yrs
622,0,0,1,73,42,210000,73,7,360,0,0,13,1,High,0-4yrs
622,0,0,1,75,26,150000,75,6.875,360,1,21,63,1,High,4-8yrs
622,0,12,1,85,60,195000,85,7.25,360,0,0,16,1,High,0-4yrs
622,0,25,1,83,35,237000,83,6.75,360,1,1,49,1,High,4-8yrs
622,0,0,1,72,24,119000,72,7.375,360,1,1,22,1,High,0-4yrs
622,0,0,1,77,41,104000,77,7.375,360,0,0,26,1,High,0-4yrs
622,0,25,1,86,22,180000,86,7.375,360,0,0,21,1,High,0-4yrs
622,0,0,1,80,39,58000,80,7.125,360,0,0,6,1,High,0-4yrs
622,0,12,1,85,45,105000,85,7.25,360,0,0,42,1,High,0-4yrs
622,0,30,1,94,29,82000,94,6.75,360,0,0,29,1,High,0-4yrs
622,0,30,1,95,37,139000,95,6.75,360,0,0,58,1,High,4-8yrs
622,0,0,1,78,60,144000,78,6.875,360,0,0,51,1,High,4-8yrs
622,0,0,1,65,32,128000,65,7.25,360,0,0,15,1,High,0-4yrs
622,0,12,1,78,48,101000,78,7,360,0,0,49,1,High,4-8yrs
622,0,30,1,95,33,154000,95,6.375,360,1,7,48,1,High,0-4yrs
622,0,30,1,94,28,74000,94,7,360,0,0,32,1,High,0-4yrs
622,0,12,1,80,16,49000,80,7.125,360,1,52,158,1,High,12-16yrs
622,0,12,1,82,26,152000,82,7.5,360,1,24,77,1,High,4-8yrs
622,0,30,1,95,11,78000,95,7.5,360,1,7,71,1,High,4-8yrs
622,0,0,1,47,53,60000,47,7.375,360,1,20,51,1,Medium,4-8yrs
622,0,30,1,95,34,186000,95,7.25,360,0,0,42,1,High,0-4yrs
622,0,0,1,80,40,77000,80,9.675,360,1,4,32,1,High,0-4yrs
622,0,0,1,53,53,150000,53,7.125,360,0,0,49,1,High,4-8yrs
622,0,0,1,56,14,111000,56,7.5,360,1,11,54,1,High,4-8yrs
622,0,0,1,67,35,80000,67,7.25,360,0,0,30,1,High,0-4yrs
622,0,0,1,69,47,82000,69,6.875,360,1,17,210,1,High,16-20yrs
622,0,0,1,70,26,170000,70,7.125,360,0,0,17,1,High,0-4yrs
622,0,0,1,75,45,59000,75,7.25,360,0,0,31,1,High,0-4yrs
622,0,0,1,78,40,80000,78,7,360,0,0,36,1,High,0-4yrs
622,0,0,1,78,43,60000,78,6.625,360,0,0,102,1,High,8-12yrs
622,0,0,1,80,33,116000,80,7.25,360,1,4,36,1,High,0-4yrs
622,0,0,1,80,35,86000,80,7.125,360,0,0,31,1,High,0-4yrs
622,0,0,1,80,44,118000,80,7.475,360,0,0,39,1,High,0-4yrs
622,0,0,1,80,58,98000,80,6.625,360,0,0,94,1,High,4-8yrs
622,0,0,1,80,21,160000,80,6.875,360,0,0,47,1,High,0-4yrs
622,0,12,1,80,32,94000,80,7.25,360,0,0,50,1,High,4-8yrs
622,0,12,1,84,21,100000,84,7.375,360,1,68,209,1,High,16-20yrs
622,0,14,1,85,44,70000,85,6.875,360,0,0,12,1,High,0-4yrs
622,0,17,1,80,29,76000,80,7.25,360,1,29,131,1,High,8-12yrs
622,0,25,1,89,33,61000,89,7,360,1,6,209,1,High,16-20yrs
622,0,25,1,90,20,221000,90,7.25,360,1,12,61,1,High,4-8yrs
622,0,25,1,90,34,86000,90,7.25,360,0,0,48,1,High,0-4yrs
622,0,25,1,90,43,54000,90,6.75,360,0,0,104,1,High,8-12yrs
622,0,30,1,93,42,111000,93,7,360,1,66,210,1,High,16-20yrs
622,0,30,1,95,27,29000,95,6.875,360,1,34,97,1,High,8-12yrs
622,0,30,1,95,31,128000,95,6.875,360,0,0,52,1,High,4-8yrs
622,0,30,1,95,38,73000,95,7.25,360,1,15,147,1,High,12-16yrs
622,0,30,1,95,42,84000,95,6.875,360,1,21,209,1,High,16-20yrs
622,1,30,1,92,36,71000,92,6.875,360,0,0,180,1,High,12-16yrs
622,1,30,1,95,32,112000,95,7.375,360,0,0,43,1,High,0-4yrs
622,1,0,1,80,13,166000,80,6.875,360,0,0,25,1,High,0-4yrs
622,1,0,1,80,38,92000,80,7,360,0,0,48,1,High,0-4yrs
622,1,0,1,80,24,68000,80,7.25,360,0,0,49,1,High,4-8yrs
622,1,30,1,92,33,205000,92,7.625,360,1,1,169,1,High,12-16yrs
622,1,30,1,91,37,194000,91,6.75,360,1,1,122,1,High,8-12yrs
622,1,0,1,32,44,40000,32,6.875,360,0,0,52,1,Medium,4-8yrs
622,1,30,1,95,25,97000,95,7.75,360,1,2,84,1,High,4-8yrs
622,1,30,1,95,36,187000,95,6.875,360,0,0,51,1,High,4-8yrs
622,1,30,1,95,39,133000,95,6.625,360,0,0,19,1,High,0-4yrs
622,1,30,1,95,37,50000,95,7.25,360,0,0,26,1,High,0-4yrs
622,1,0,1,80,39,70000,80,7.5,360,0,0,41,1,High,0-4yrs
622,1,30,1,95,27,41000,95,6.875,360,0,0,42,1,High,0-4yrs
622,1,12,2,85,21,140000,85,7.375,360,0,0,33,1,High,0-4yrs
622,1,30,1,95,33,73000,95,7,360,1,12,97,1,High,8-12yrs
622,1,30,1,95,36,154000,95,7.125,360,0,0,48,1,High,0-4yrs
622,1,25,1,90,43,198000,90,6.625,360,0,0,44,1,High,0-4yrs
622,1,30,1,95,27,124000,95,7.375,360,0,0,45,1,High,0-4yrs
622,1,0,1,80,21,73000,80,6.875,360,0,0,62,1,High,4-8yrs
622,1,25,1,90,29,72000,90,7.5,360,0,0,44,1,High,0-4yrs
622,1,30,1,95,46,195000,95,7.375,360,1,1,44,1,High,0-4yrs
622,1,30,1,95,42,151000,95,7.875,360,0,0,40,1,High,0-4yrs
622,1,0,1,77,9,80000,77,10.5,360,1,18,81,1,High,4-8yrs
622,1,30,1,93,31,163000,93,7.25,360,0,0,40,1,High,0-4yrs
622,1,30,1,95,36,125000,95,6.875,360,1,1,38,1,High,0-4yrs
622,1,30,1,95,40,67000,95,7.125,360,0,0,43,1,High,0-4yrs
622,0,0,1,80,37,181000,80,6.625,360,0,0,51,1,High,4-8yrs
622,1,25,1,90,18,99000,90,7.125,356,0,0,30,1,High,0-4yrs
622,0,0,1,40,48,120000,40,7.5,353,1,1,33,1,Medium,0-4yrs
622,1,0,1,71,45,110000,71,7.75,360,1,1,40,1,High,0-4yrs
623,0,17,1,80,16,104000,80,6.75,360,1,39,212,1,High,16-20yrs
623,0,30,1,97,16,60000,97,7.25,360,0,0,77,1,High,4-8yrs
623,0,0,1,80,36,182000,80,6.25,360,1,1,57,1,High,4-8yrs
623,0,0,4,70,0,214000,70,7.875,360,0,0,26,1,High,0-4yrs
623,0,30,1,91,40,146000,91,6.75,360,0,0,54,1,High,4-8yrs
623,0,30,1,95,28,204000,95,6.625,360,1,2,29,1,High,0-4yrs
623,0,0,1,78,24,194000,78,6.25,360,1,5,55,1,High,4-8yrs
623,0,30,1,95,23,223000,95,6.75,360,0,0,49,1,High,4-8yrs
623,0,0,1,74,22,107000,74,6.875,360,0,0,112,1,High,8-12yrs
623,0,25,1,90,35,132000,90,7.25,360,0,0,47,1,High,0-4yrs
623,0,0,1,79,40,149000,79,6.875,360,1,6,156,1,High,12-16yrs
623,0,25,1,90,28,89000,90,6.5,360,1,2,56,1,High,4-8yrs
623,0,17,1,78,22,67000,78,6.875,360,1,1,98,1,High,8-12yrs
623,0,0,1,68,55,84000,68,7.25,360,1,19,26,1,High,0-4yrs
623,0,0,1,80,37,52000,80,6.875,360,1,1,157,1,High,12-16yrs
623,0,0,2,77,27,90000,77,6.75,360,0,0,211,1,High,16-20yrs
623,0,25,1,89,39,217000,89,7.25,360,1,27,46,1,High,0-4yrs
623,0,25,1,90,30,133000,90,6.75,360,1,4,62,1,High,4-8yrs
623,0,25,1,90,39,194000,90,6.875,360,0,0,47,1,High,0-4yrs
623,0,0,1,53,37,136000,53,7,360,1,39,211,1,High,16-20yrs
623,0,17,1,80,37,94000,80,6.875,360,0,0,53,1,High,4-8yrs
623,0,25,1,90,29,63000,90,7,360,0,0,52,1,High,4-8yrs
623,0,0,1,61,38,210000,61,6.75,360,0,0,22,1,High,0-4yrs
623,0,0,1,65,40,135000,65,6.875,360,0,0,140,1,High,8-12yrs
623,0,12,1,78,30,100000,78,7.25,360,0,0,50,1,High,4-8yrs
623,0,25,1,86,25,81000,86,6.75,360,0,0,19,1,High,0-4yrs
623,0,30,1,95,34,150000,95,6.875,360,0,0,43,1,High,0-4yrs
623,0,0,1,50,30,50000,50,6.875,360,0,0,31,1,Medium,0-4yrs
623,0,0,1,70,47,73000,70,7,360,0,0,63,1,High,4-8yrs
623,0,0,1,75,37,176000,75,7.25,360,0,0,36,1,High,0-4yrs
623,0,25,1,90,14,63000,90,6.75,360,0,0,25,1,High,0-4yrs
623,0,0,1,75,39,65000,75,7,360,0,0,14,1,High,0-4yrs
623,0,0,1,75,31,119000,75,6.875,360,1,56,212,1,High,16-20yrs
623,0,30,1,95,31,127000,95,7.125,360,0,0,40,1,High,0-4yrs
623,0,25,1,90,19,152000,90,7.25,360,0,0,32,1,High,0-4yrs
623,0,30,1,90,20,159000,90,6.875,360,1,3,63,1,High,4-8yrs
623,0,30,1,95,38,171000,95,6.75,360,0,0,48,1,High,0-4yrs
623,0,0,1,77,35,130000,77,6.75,360,0,0,16,1,High,0-4yrs
623,0,0,1,80,47,128000,80,6.875,360,0,0,66,1,High,4-8yrs
623,0,0,1,70,13,135000,70,6.625,360,1,43,102,1,High,8-12yrs
623,0,30,1,95,36,155000,95,6.75,360,0,0,45,1,High,0-4yrs
623,0,0,1,46,32,80000,46,6.625,360,0,0,130,1,Medium,8-12yrs
623,0,0,1,71,17,101000,71,7,360,1,4,34,1,High,0-4yrs
623,0,0,1,80,22,79000,80,6.875,360,0,0,91,1,High,4-8yrs
623,0,17,1,80,26,96000,80,6.875,360,1,2,152,1,High,12-16yrs
623,0,0,1,79,41,150000,79,6.75,360,0,0,58,1,High,4-8yrs
623,0,17,1,80,19,142000,80,7.125,360,0,0,38,1,High,0-4yrs
623,0,25,1,87,28,156000,87,7,360,0,0,38,1,High,0-4yrs
623,0,25,1,90,38,166000,90,7.5,360,0,0,36,1,High,0-4yrs
623,0,30,1,95,43,173000,95,7,360,0,0,53,1,High,4-8yrs
623,0,12,1,90,40,36000,90,8,360,1,16,22,1,High,0-4yrs
623,0,12,1,84,12,70000,84,6.875,360,1,2,100,1,High,8-12yrs
623,0,0,1,58,21,76000,58,6.875,360,1,2,9,1,High,0-4yrs
623,0,0,1,73,46,203000,73,7,360,1,3,46,1,High,0-4yrs
623,0,0,1,75,5,109000,75,6.875,360,1,22,46,1,High,0-4yrs
623,0,12,1,83,41,99000,83,6.875,360,0,0,63,1,High,4-8yrs
623,0,25,1,88,39,166000,88,7.125,360,0,0,27,1,High,0-4yrs
623,0,0,1,76,41,162000,76,7.375,360,0,0,17,1,High,0-4yrs
623,0,30,1,95,32,64000,95,6.875,360,0,0,192,1,High,12-16yrs
623,0,0,1,80,38,156000,80,7,360,0,0,61,1,High,4-8yrs
623,0,30,1,95,34,168000,95,7.25,360,0,0,46,1,High,0-4yrs
623,0,0,1,57,59,100000,57,6.75,360,0,0,47,1,High,0-4yrs
623,0,0,1,49,38,100000,49,6.625,360,1,1,69,1,Medium,4-8yrs
623,0,0,1,69,33,45000,69,6.75,360,0,0,9,1,High,0-4yrs
623,0,0,1,79,43,71000,79,6.875,360,1,1,24,1,High,0-4yrs
623,0,0,1,67,38,222000,67,6.875,360,0,0,45,1,High,0-4yrs
623,0,0,2,75,24,150000,75,7,360,0,0,140,1,High,8-12yrs
623,0,0,1,57,28,50000,57,6.875,360,1,2,49,1,High,4-8yrs
623,0,17,1,80,45,215000,80,7.375,360,0,0,26,1,High,0-4yrs
623,0,25,1,90,18,151000,90,7,360,1,21,81,1,High,4-8yrs
623,0,0,1,40,29,120000,40,7.5,360,1,1,51,1,Medium,4-8yrs
623,0,0,1,74,10,82000,74,6.875,360,0,0,123,1,High,8-12yrs
623,0,25,1,90,15,119000,90,7.125,360,0,0,46,1,High,0-4yrs
623,0,30,1,95,17,169000,95,7.5,360,0,0,30,1,High,0-4yrs
623,0,0,1,75,34,85000,75,7,360,0,0,46,1,High,0-4yrs
623,0,0,1,77,6,111000,77,7.375,360,1,1,20,1,High,0-4yrs
623,0,25,1,90,49,110000,90,6.75,360,0,0,49,1,High,4-8yrs
623,0,30,1,95,34,200000,95,6.5,360,1,2,99,1,High,8-12yrs
623,0,25,1,88,33,73000,88,6.5,360,0,0,27,1,High,0-4yrs
623,0,25,1,86,24,132000,86,7,360,1,6,31,1,High,0-4yrs
623,0,0,1,65,34,73000,65,6.5,360,0,0,28,1,High,0-4yrs
623,0,0,1,79,41,182000,79,6.625,360,0,0,42,1,High,0-4yrs
623,0,25,1,88,9,205000,88,7.25,360,0,0,7,1,High,0-4yrs
623,0,25,1,90,43,92000,90,6.875,360,1,32,41,1,High,0-4yrs
623,0,17,1,75,26,30000,75,7.25,360,0,0,35,1,High,0-4yrs
623,0,0,1,75,58,169000,75,6.75,360,1,2,128,1,High,8-12yrs
623,0,25,1,88,47,140000,88,7,360,0,0,28,1,High,0-4yrs
623,0,0,1,75,43,195000,75,6.75,360,0,0,84,1,High,4-8yrs
623,0,0,1,66,30,235000,66,6.875,360,0,0,26,1,High,0-4yrs
623,0,0,1,80,23,170000,80,6.75,360,1,1,48,1,High,0-4yrs
623,0,0,1,63,43,105000,63,7.25,360,1,1,34,1,High,0-4yrs
623,0,25,1,85,27,148000,85,6.5,360,1,9,53,1,High,4-8yrs
623,0,0,1,75,17,80000,75,6.75,360,0,0,103,1,High,8-12yrs
623,0,0,1,78,27,120000,78,6.75,360,1,6,50,1,High,4-8yrs
623,0,17,1,80,35,124000,80,6.25,360,0,0,54,1,High,4-8yrs
623,0,0,1,79,40,125000,79,7,360,1,2,42,1,High,0-4yrs
623,0,25,1,90,47,81000,90,6.5,360,1,10,85,1,High,4-8yrs
623,0,25,1,90,41,225000,90,6.125,360,0,0,18,1,High,0-4yrs
623,0,0,1,80,35,138000,80,7.25,360,0,0,45,1,High,0-4yrs
623,0,0,1,80,62,200000,80,7,360,0,0,50,1,High,4-8yrs
623,0,12,1,85,28,197000,85,6.5,360,0,0,51,1,High,4-8yrs
623,0,30,1,95,25,134000,95,7,360,0,0,67,1,High,4-8yrs
623,0,0,1,30,17,51000,30,6.75,360,0,0,57,1,Medium,4-8yrs
623,0,0,1,56,17,130000,56,6.625,360,1,11,68,1,High,4-8yrs
623,0,0,1,75,10,98000,75,6.625,360,0,0,35,1,High,0-4yrs
623,0,0,1,75,17,86000,75,7,360,0,0,12,1,High,0-4yrs
623,0,0,1,75,28,68000,75,6.75,360,0,0,34,1,High,0-4yrs
623,0,0,1,80,11,60000,80,6.875,360,1,2,45,1,High,0-4yrs
623,0,0,1,80,12,68000,80,7,360,1,23,212,1,High,16-20yrs
623,0,0,1,80,15,83000,80,8,360,0,0,71,1,High,4-8yrs
623,0,0,1,80,23,112000,80,7.25,360,1,1,101,1,High,8-12yrs
623,0,0,2,79,45,129000,79,6.75,360,0,0,61,1,High,4-8yrs
623,0,0,3,77,23,145000,77,6.75,360,1,4,209,1,High,16-20yrs
623,0,17,1,79,25,141000,79,6.875,360,0,0,42,1,High,0-4yrs
623,0,17,1,80,21,204000,80,6.75,360,1,14,33,1,High,0-4yrs
623,0,25,1,86,39,72000,86,7,360,1,22,52,1,High,4-8yrs
623,0,25,1,89,37,124000,89,6.875,360,1,1,90,1,High,4-8yrs
623,0,25,1,90,19,116000,90,7,360,0,0,47,1,High,0-4yrs
623,0,25,1,90,19,95000,90,6.75,360,0,0,56,1,High,4-8yrs
623,0,30,1,92,42,60000,92,6.875,360,1,2,36,1,High,0-4yrs
623,0,30,1,94,28,56000,94,7,360,1,2,41,1,High,0-4yrs
623,0,30,1,95,33,81000,95,6.875,360,0,0,44,1,High,0-4yrs
623,0,30,1,95,42,195000,95,6.875,360,0,0,45,1,High,0-4yrs
623,0,35,1,90,24,78000,90,6.875,360,0,0,37,1,High,0-4yrs
623,1,30,1,97,31,125000,97,7.25,360,0,0,35,1,High,0-4yrs
623,1,35,1,95,41,205000,95,6.875,360,1,1,67,1,High,4-8yrs
623,1,30,1,95,41,103000,95,6.875,360,0,0,54,1,High,4-8yrs
623,1,30,1,95,37,123000,95,6.625,360,1,3,52,1,High,4-8yrs
623,1,30,1,95,49,92000,95,8.125,360,0,0,15,1,High,0-4yrs
623,1,0,1,80,24,48000,80,6.875,360,0,0,212,1,High,16-20yrs
623,1,0,1,50,36,100000,50,6.625,360,0,0,54,1,Medium,4-8yrs
623,1,30,1,91,12,171000,91,7.625,360,1,1,41,1,High,0-4yrs
623,1,30,1,95,21,128000,95,7.25,360,1,2,56,1,High,4-8yrs
623,1,6,1,73,33,136000,73,7,360,1,2,53,1,High,4-8yrs
623,1,30,1,95,32,62000,95,7,360,0,0,212,1,High,16-20yrs
623,1,30,1,95,28,109000,95,6.75,360,1,18,153,1,High,12-16yrs
623,1,30,1,95,27,76000,95,6.875,360,1,8,47,1,High,0-4yrs
623,1,30,1,95,39,123000,95,6.75,360,1,21,212,1,High,16-20yrs
623,1,0,2,95,30,68000,95,6.95,360,0,0,175,1,High,12-16yrs
623,1,25,1,90,32,122000,90,6.75,360,0,0,34,1,High,0-4yrs
623,1,30,1,95,37,155000,95,7.125,360,0,0,38,1,High,0-4yrs
623,1,30,1,95,15,83000,95,6.75,360,0,0,51,1,High,4-8yrs
623,1,0,1,80,29,138000,80,7.375,360,0,0,3,1,High,0-4yrs
623,1,30,1,95,29,119000,95,6.625,360,1,95,175,1,High,12-16yrs
623,1,18,1,97,33,43000,97,6.875,360,1,75,211,1,High,16-20yrs
623,1,30,1,94,32,107000,94,6.25,360,0,0,54,1,High,4-8yrs
623,1,30,1,95,28,59000,95,7.25,360,1,5,52,1,High,4-8yrs
623,0,30,1,93,36,42000,93,7,360,1,160,211,1,High,16-20yrs
623,0,30,1,95,36,167000,95,6.875,360,0,0,48,1,High,0-4yrs
623,0,0,1,72,37,128000,72,6,360,1,10,171,1,High,12-16yrs
623,0,30,1,95,31,186000,95,6.875,360,0,0,207,1,High,16-20yrs
623,0,30,1,95,44,106000,95,7.125,360,1,16,26,1,High,0-4yrs
623,0,0,1,42,31,92000,42,6.875,360,0,0,17,1,Medium,0-4yrs
623,0,0,1,80,35,210000,80,6.875,360,1,3,58,1,High,4-8yrs
623,0,0,1,70,33,64000,70,6.5,360,0,0,157,1,High,12-16yrs
623,0,17,1,80,24,75000,80,7.75,360,1,27,94,1,High,4-8yrs
623,0,0,1,73,45,175000,73,7.25,360,0,0,40,1,High,0-4yrs
623,0,0,1,75,25,171000,75,7,360,0,0,45,1,High,0-4yrs
623,0,25,1,90,29,165000,90,6.875,360,1,2,36,1,High,0-4yrs
623,0,30,1,95,39,195000,95,6.75,360,0,0,15,1,High,0-4yrs
